date,state,district,pincode,age_0_5,age_5_17,age_18_greater,total_enrolments,year,anomaly
2025-11-09,Bihar,Khagaria,852161,12,14,0,26,2025,True
2025-11-09,Bihar,Madhepura,852113,6,5,0,11,2025,True
2025-11-09,Bihar,Madhepura,852122,3,8,0,11,2025,True
2025-11-09,Bihar,Madhepura,852213,4,10,0,14,2025,True
2025-11-09,Bihar,Madhubani,847224,11,3,0,14,2025,True
2025-11-09,Bihar,Munger,813201,4,6,0,10,2025,True
2025-11-09,Bihar,Muzaffarpur,843109,6,5,0,11,2025,True
2025-11-09,Bihar,Muzaffarpur,843113,8,4,0,12,2025,True
2025-11-09,Bihar,Muzaffarpur,843119,6,6,0,12,2025,True
2025-11-09,Bihar,Nalanda,801301,3,8,0,11,2025,True
2025-11-09,Bihar,Nalanda,803119,1,7,0,8,2025,True
2025-11-09,Bihar,Nawada,805110,9,10,1,20,2025,True
2025-11-09,Bihar,Nawada,805121,0,8,0,8,2025,True
2025-11-09,Bihar,Nawada,805127,6,16,0,22,2025,True
2025-11-09,Bihar,Patna,800007,2,11,0,13,2025,True
2025-11-09,Bihar,Patna,801109,6,8,0,14,2025,True
2025-11-09,Bihar,Patna,803202,0,10,0,10,2025,True
2025-11-09,Bihar,Purnia,854301,8,9,0,17,2025,True
2025-11-09,Bihar,Rohtas,802212,1,7,0,8,2025,True
2025-11-09,Bihar,Rohtas,802215,4,5,0,9,2025,True
2025-11-09,Bihar,Rohtas,802219,3,10,0,13,2025,True
2025-11-09,Bihar,Saharsa,852127,7,17,1,25,2025,True
2025-11-09,Bihar,Saharsa,852221,7,5,0,12,2025,True
2025-11-09,Bihar,Samastipur,848114,6,2,0,8,2025,True
2025-11-09,Bihar,Saran,841101,6,18,0,24,2025,True
2025-11-09,Bihar,Saran,841206,3,11,0,14,2025,True
2025-11-09,Bihar,Saran,841211,2,12,0,14,2025,True
2025-11-09,Bihar,Saran,841217,4,8,0,12,2025,True
2025-11-09,Bihar,Saran,841417,3,6,0,9,2025,True
2025-11-09,Bihar,Sheikhpura,811105,14,12,1,27,2025,True
2025-11-09,Bihar,Sitamarhi,843302,28,26,0,54,2025,True
2025-11-09,Bihar,Sitamarhi,843320,9,1,0,10,2025,True
2025-11-09,Bihar,Sitamarhi,843323,8,2,0,10,2025,True
2025-11-09,Bihar,Sitamarhi,843331,11,8,0,19,2025,True
2025-11-09,Bihar,Siwan,841232,5,6,0,11,2025,True
2025-11-09,Bihar,Siwan,841239,5,6,0,11,2025,True
2025-11-09,Bihar,Siwan,841506,1,7,0,8,2025,True
2025-11-09,Bihar,Vaishali,844503,10,18,0,28,2025,True
2025-11-09,Bihar,Vaishali,844506,11,9,0,20,2025,True
2025-11-09,Bihar,West Champaran,845101,3,5,0,8,2025,True
2025-11-09,Bihar,West Champaran,845449,13,11,1,25,2025,True
2025-11-09,Bihar,West Champaran,845453,6,14,0,20,2025,True
2025-11-09,Chhattisgarh,Bilaspur,495224,16,0,0,16,2025,True
2025-11-09,Chhattisgarh,Bilaspur,495442,8,1,0,9,2025,True
2025-11-09,Chhattisgarh,Janjgir-champa,495689,9,0,0,9,2025,True
2025-11-09,Chhattisgarh,Jashpur,496118,9,0,0,9,2025,True
2025-11-09,Chhattisgarh,Kawardha,491559,15,1,0,16,2025,True
2025-11-09,Chhattisgarh,Kawardha,491995,7,3,0,10,2025,True
2025-11-09,Chhattisgarh,Mahasamund,493445,8,1,0,9,2025,True
2025-11-09,Chhattisgarh,Surajpur,497229,5,3,0,8,2025,True
2025-11-09,Chhattisgarh,Surguja,497111,8,4,0,12,2025,True
2025-11-09,Delhi,East Delhi,110096,7,3,0,10,2025,True
2025-11-09,Delhi,North East,110094,7,3,0,10,2025,True
2025-11-09,Delhi,North East Delhi,110093,9,5,0,14,2025,True
2025-11-09,Delhi,North West Delhi,110042,14,11,1,26,2025,True
2025-11-09,Delhi,North West Delhi,110052,8,2,0,10,2025,True
2025-11-09,Delhi,North West Delhi,110085,18,4,0,22,2025,True
2025-11-09,Delhi,North West Delhi,110088,4,4,0,8,2025,True
2025-11-09,Delhi,South Delhi,110020,6,2,0,8,2025,True
2025-11-09,Delhi,South Delhi,110044,18,4,0,22,2025,True
2025-11-09,Delhi,South West Delhi,110045,11,5,3,19,2025,True
2025-11-09,Delhi,West Delhi,110063,6,2,0,8,2025,True
2025-11-09,Gujarat,Ahmedabad,380016,8,1,0,9,2025,True
2025-11-09,Gujarat,Ahmedabad,380021,8,1,0,9,2025,True
2025-11-09,Gujarat,Ahmedabad,382220,10,8,0,18,2025,True
2025-11-09,Gujarat,Ahmedabad,382330,13,4,0,17,2025,True
2025-11-09,Gujarat,Ahmedabad,382418,5,3,0,8,2025,True
2025-11-09,Gujarat,Banaskantha,385120,10,16,1,27,2025,True
2025-11-09,Gujarat,Banaskantha,385310,18,8,2,28,2025,True
2025-11-09,Gujarat,Banaskantha,385320,5,3,0,8,2025,True
2025-11-09,Gujarat,Banaskantha,385530,11,16,0,27,2025,True
2025-11-09,Gujarat,Bharuch,393110,9,1,0,10,2025,True
2025-11-09,West Bengal,North 24 Parganas,743262,8,0,0,8,2025,True
2025-11-09,West Bengal,North 24 Parganas,743425,18,2,0,20,2025,True
2025-11-09,West Bengal,Paschim Medinipur,721121,7,8,0,15,2025,True
2025-11-09,West Bengal,Paschim Medinipur,721147,7,2,0,9,2025,True
2025-11-09,West Bengal,Paschim Medinipur,721150,26,9,0,35,2025,True
2025-11-09,West Bengal,Paschim Medinipur,721253,12,2,0,14,2025,True
2025-11-09,West Bengal,Paschim Medinipur,721301,8,1,0,9,2025,True
2025-11-09,West Bengal,Paschim Medinipur,721426,10,3,0,13,2025,True
2025-11-09,West Bengal,Purba Medinipur,721152,13,1,0,14,2025,True
2025-11-09,West Bengal,Purba Medinipur,721401,9,0,0,9,2025,True
2025-11-09,West Bengal,Purba Medinipur,721423,9,0,1,10,2025,True
2025-11-09,West Bengal,Purba Medinipur,721432,12,0,0,12,2025,True
2025-11-09,West Bengal,Purba Medinipur,721650,10,2,0,12,2025,True
2025-11-09,West Bengal,Puruliya,723101,8,8,0,16,2025,True
2025-11-09,West Bengal,Puruliya,723127,8,3,0,11,2025,True
2025-11-09,West Bengal,Puruliya,723143,13,0,0,13,2025,True
2025-11-09,West Bengal,South 24 Parganas,743338,11,8,0,19,2025,True
2025-11-09,West Bengal,South 24 Parganas,743363,6,2,0,8,2025,True
2025-11-09,West Bengal,South 24 Parganas,743375,14,0,0,14,2025,True
2025-11-09,West Bengal,South 24 Parganas,743399,20,10,0,30,2025,True
2025-11-09,West Bengal,South 24 Parganas,743502,48,7,0,55,2025,True
2025-11-09,West Bengal,South 24 Parganas,743504,6,2,0,8,2025,True
2025-11-09,West Bengal,South 24 Parganas,743611,8,2,0,10,2025,True
2025-11-09,West Bengal,Uttar Dinajpur,733134,16,5,0,21,2025,True
2025-11-09,West Bengal,Uttar Dinajpur,733208,20,12,1,33,2025,True
2025-11-09,Tamil Nadu,Kancheepuram,631501,7,2,0,9,2025,True
2025-11-09,Tamil Nadu,Salem,636117,16,0,0,16,2025,True
2025-11-09,Tamil Nadu,Thoothukkudi,628002,9,1,0,10,2025,True
2025-11-09,Tamil Nadu,Tiruchirappalli,621002,10,0,0,10,2025,True
2025-11-09,Tamil Nadu,Tiruvannamalai,606704,9,1,0,10,2025,True
2025-11-09,Telangana,Bhadradri Kothagudem,507101,8,1,0,9,2025,True
2025-11-09,Telangana,Hyderabad,500020,9,2,0,11,2025,True
2025-11-09,Telangana,Hyderabad,500023,10,5,0,15,2025,True
2025-11-09,Telangana,Hyderabad,500059,8,1,0,9,2025,True
2025-11-09,Telangana,K.v. Rangareddy,509325,7,2,0,9,2025,True
2025-11-09,Telangana,Karimnagar,505001,7,6,0,13,2025,True
2025-11-09,Telangana,Komaram Bheem,504296,8,0,0,8,2025,True
2025-11-09,Uttar Pradesh,Agra,282007,12,28,0,40,2025,True
2025-11-09,Uttar Pradesh,Agra,283124,2,10,0,12,2025,True
2025-11-09,Uttar Pradesh,Aligarh,202133,8,9,0,17,2025,True
2025-11-09,Uttar Pradesh,Allahabad,211003,4,15,0,19,2025,True
2025-11-09,Uttar Pradesh,Allahabad,212107,6,4,0,10,2025,True
2025-11-09,Uttar Pradesh,Allahabad,212301,5,3,0,8,2025,True
2025-11-09,Uttar Pradesh,Allahabad,212507,3,6,0,9,2025,True
2025-11-09,Uttar Pradesh,Amroha,244225,5,3,0,8,2025,True
2025-11-09,Uttar Pradesh,Amroha,244255,5,3,0,8,2025,True
2025-11-09,Uttar Pradesh,Auraiya,206129,7,7,0,14,2025,True
2025-11-09,Uttar Pradesh,Azamgarh,223227,8,28,0,36,2025,True
2025-11-09,Uttar Pradesh,Azamgarh,276123,2,8,0,10,2025,True
2025-11-09,Uttar Pradesh,Azamgarh,276204,2,7,0,9,2025,True
2025-11-09,Uttar Pradesh,Bahraich,271851,6,12,1,19,2025,True
2025-11-09,Uttar Pradesh,Bahraich,271903,3,8,0,11,2025,True
2025-11-09,Uttar Pradesh,Balrampur,271208,2,9,0,11,2025,True
2025-11-09,Uttar Pradesh,Balrampur,271210,0,12,0,12,2025,True
2025-11-09,Uttar Pradesh,Banda,210001,18,26,0,44,2025,True
2025-11-09,Uttar Pradesh,Banda,210129,3,5,0,8,2025,True
2025-11-09,Uttar Pradesh,Bara Banki,225301,9,8,0,17,2025,True
2025-11-09,Uttar Pradesh,Bara Banki,225303,7,2,0,9,2025,True
2025-11-09,Uttar Pradesh,Bara Banki,225304,1,8,1,10,2025,True
2025-11-09,Uttar Pradesh,Bareilly,243503,12,17,0,29,2025,True
2025-11-09,Uttar Pradesh,Bareilly,243505,6,11,0,17,2025,True
2025-11-09,Uttar Pradesh,Basti,272163,9,11,0,20,2025,True
2025-11-09,Uttar Pradesh,Bijnor,246701,10,3,0,13,2025,True
2025-11-09,Uttar Pradesh,Bijnor,246761,4,4,0,8,2025,True
2025-11-09,Uttar Pradesh,Bijnor,246763,11,4,0,15,2025,True
2025-11-09,Uttar Pradesh,Budaun,243633,3,10,0,13,2025,True
2025-11-09,Uttar Pradesh,Bulandshahr,202397,5,4,0,9,2025,True
2025-11-09,Uttar Pradesh,Bulandshahr,203001,16,13,0,29,2025,True
2025-11-09,Uttar Pradesh,Bulandshahr,203203,7,7,0,14,2025,True
2025-11-09,Uttar Pradesh,Bulandshahr,245402,4,5,0,9,2025,True
2025-11-09,Uttar Pradesh,Bulandshahr,245411,2,6,0,8,2025,True
2025-11-09,Uttar Pradesh,Chandauli,232101,9,18,0,27,2025,True
2025-11-09,Uttar Pradesh,Chandauli,232103,2,6,0,8,2025,True
2025-11-09,Uttar Pradesh,Chandauli,232108,7,7,0,14,2025,True
2025-11-09,Uttar Pradesh,Chandauli,232111,3,5,0,8,2025,True
2025-11-09,Uttar Pradesh,Chitrakoot,210207,4,4,0,8,2025,True
2025-11-09,Uttar Pradesh,Chitrakoot,210208,4,8,0,12,2025,True
2025-11-09,Uttar Pradesh,Deoria,274204,10,6,0,16,2025,True
2025-11-09,Uttar Pradesh,Etawah,206123,2,6,0,8,2025,True
2025-11-09,Uttar Pradesh,Farrukhabad,207505,2,7,0,9,2025,True
2025-11-09,Uttar Pradesh,Fatehpur,212635,6,8,0,14,2025,True
2025-11-09,Uttar Pradesh,Gautam Buddha Nagar,201304,6,3,0,9,2025,True
2025-11-09,Uttar Pradesh,Ghaziabad,201204,11,7,0,18,2025,True
2025-11-09,Uttar Pradesh,Ghaziabad,201206,2,7,0,9,2025,True
2025-11-09,Uttar Pradesh,Ghazipur,232326,2,20,0,22,2025,True
2025-11-09,Uttar Pradesh,Ghazipur,233302,3,5,0,8,2025,True
2025-11-09,Uttar Pradesh,Gonda,271001,3,6,0,9,2025,True
2025-11-09,Uttar Pradesh,Gonda,271305,6,11,0,17,2025,True
2025-11-09,Uttar Pradesh,Gonda,271403,3,7,0,10,2025,True
2025-11-09,Uttar Pradesh,Gonda,271503,2,10,0,12,2025,True
2025-11-09,Uttar Pradesh,Gorakhpur,273165,3,9,0,12,2025,True
2025-11-09,Uttar Pradesh,Hamirpur,210431,6,2,0,8,2025,True
2025-11-09,Uttar Pradesh,Hapur,245101,19,23,1,43,2025,True
2025-11-09,Uttar Pradesh,Hapur,245205,15,8,0,23,2025,True
2025-11-09,Uttar Pradesh,Hardoi,241401,5,11,0,16,2025,True
2025-11-09,Uttar Pradesh,Hathras,204101,18,9,0,27,2025,True
2025-11-09,Uttar Pradesh,Hathras,281306,9,7,0,16,2025,True
2025-11-09,Uttar Pradesh,Jaunpur,222203,4,9,0,13,2025,True
2025-11-09,Uttar Pradesh,Jaunpur,223101,1,8,0,9,2025,True
2025-11-09,Uttar Pradesh,Jhansi,284120,2,16,0,18,2025,True
2025-11-09,Uttar Pradesh,Jhansi,284205,7,6,0,13,2025,True
2025-11-09,Uttar Pradesh,Jhansi,284304,6,2,0,8,2025,True
2025-11-09,Uttar Pradesh,Kannauj,209735,4,4,0,8,2025,True
2025-11-09,Uttar Pradesh,Kanpur Nagar,208010,9,1,0,10,2025,True
2025-11-09,Uttar Pradesh,Kanpur Nagar,208023,6,2,0,8,2025,True
2025-11-09,Uttar Pradesh,Kanpur Nagar,209304,2,6,0,8,2025,True
2025-11-09,Uttar Pradesh,Kasganj,207246,2,6,1,9,2025,True
2025-11-09,Uttar Pradesh,Kaushambi,212217,21,13,0,34,2025,True
2025-11-09,Uttar Pradesh,Kheri,262701,9,19,1,29,2025,True
2025-11-09,Uttar Pradesh,Kheri,262805,5,12,0,17,2025,True
2025-11-09,Uttar Pradesh,Kushinagar,274301,1,10,0,11,2025,True
2025-11-09,Uttar Pradesh,Lucknow,226003,19,16,1,36,2025,True
2025-11-09,Uttar Pradesh,Lucknow,226004,7,4,0,11,2025,True
2025-11-09,Uttar Pradesh,Lucknow,226020,7,6,0,13,2025,True
2025-11-09,Uttar Pradesh,Lucknow,227107,7,1,0,8,2025,True
2025-11-09,Uttar Pradesh,Lucknow,227305,6,7,0,13,2025,True
2025-11-09,Uttar Pradesh,Maharajganj,273163,8,22,0,30,2025,True
2025-11-09,Uttar Pradesh,Maharajganj,273164,10,4,0,14,2025,True
2025-11-09,Uttar Pradesh,Maharajganj,273302,1,8,0,9,2025,True
2025-11-09,Uttar Pradesh,Mahoba,210423,8,3,0,11,2025,True
2025-11-09,Uttar Pradesh,Mahoba,210427,11,9,0,20,2025,True
2025-11-09,Uttar Pradesh,Mathura,281205,2,7,0,9,2025,True
2025-11-09,Uttar Pradesh,Mau,275301,4,11,0,15,2025,True
2025-11-09,Uttar Pradesh,Meerut,250001,14,16,0,30,2025,True
2025-11-09,Uttar Pradesh,Meerut,250104,4,4,0,8,2025,True
2025-11-09,Uttar Pradesh,Meerut,250221,6,2,0,8,2025,True
2025-11-09,Uttar Pradesh,Meerut,250342,9,3,0,12,2025,True
2025-11-09,Uttar Pradesh,Meerut,250501,3,10,0,13,2025,True
2025-11-09,Uttar Pradesh,Mirzapur,231211,6,8,0,14,2025,True
2025-11-09,Uttar Pradesh,Mirzapur,231303,6,10,1,17,2025,True
2025-11-09,Uttar Pradesh,Mirzapur,231305,1,7,0,8,2025,True
2025-11-09,Uttar Pradesh,Moradabad,244401,9,0,0,9,2025,True
2025-11-09,Uttar Pradesh,Muzaffarnagar,251001,12,7,0,19,2025,True
2025-11-09,Uttar Pradesh,Pratapgarh,230135,9,8,0,17,2025,True
2025-11-09,Uttar Pradesh,Pratapgarh,230202,8,0,0,8,2025,True
2025-11-09,Uttar Pradesh,Rampur,244922,5,11,0,16,2025,True
2025-11-09,Uttar Pradesh,Saharanpur,247341,18,11,0,29,2025,True
2025-11-09,Uttar Pradesh,Saharanpur,247554,8,18,0,26,2025,True
2025-11-09,Uttar Pradesh,Sambhal,202410,4,11,0,15,2025,True
2025-11-09,Uttar Pradesh,Sant Ravidas Nagar,221309,3,5,0,8,2025,True
2025-11-09,Uttar Pradesh,Sant Ravidas Nagar,221401,9,7,0,16,2025,True
2025-11-09,Uttar Pradesh,Shahjahanpur,242307,6,3,0,9,2025,True
2025-11-09,Uttar Pradesh,Shamli,247773,8,4,0,12,2025,True
2025-11-09,Uttar Pradesh,Shamli,247774,25,7,0,32,2025,True
2025-11-09,Uttar Pradesh,Shrawasti,271840,2,7,0,9,2025,True
2025-11-09,Uttar Pradesh,Siddharthnagar,272192,7,10,0,17,2025,True
2025-11-09,Uttar Pradesh,Siddharthnagar,272202,1,5,2,8,2025,True
2025-11-09,Uttar Pradesh,Siddharthnagar,272206,7,10,0,17,2025,True
2025-11-09,Uttar Pradesh,Sitapur,261145,5,7,0,12,2025,True
2025-11-09,Uttar Pradesh,Sitapur,261205,12,12,0,24,2025,True
2025-11-09,Uttar Pradesh,Sonbhadra,231205,7,3,0,10,2025,True
2025-11-09,Uttar Pradesh,Sultanpur,228001,7,8,1,16,2025,True
2025-11-09,Uttar Pradesh,Unnao,209801,26,19,2,47,2025,True
2025-11-09,Uttar Pradesh,Unnao,209821,3,5,0,8,2025,True
2025-11-09,Uttar Pradesh,Unnao,209859,7,13,0,20,2025,True
2025-11-09,Uttar Pradesh,Unnao,209861,5,10,1,16,2025,True
2025-11-09,Uttar Pradesh,Unnao,229501,6,4,0,10,2025,True
2025-11-09,Uttar Pradesh,Varanasi,221010,9,8,0,17,2025,True
2025-11-09,Uttar Pradesh,Varanasi,221307,2,6,0,8,2025,True
2025-11-09,Uttarakhand,Haridwar,247661,6,2,0,8,2025,True
2025-11-09,Uttarakhand,Haridwar,247667,7,5,1,13,2025,True
2025-11-09,Uttarakhand,Haridwar,249402,11,1,0,12,2025,True
2025-11-09,Uttarakhand,Udham Singh Nagar,262405,8,0,0,8,2025,True
2025-11-09,West Bengal,Bankura,722137,11,3,0,14,2025,True
2025-11-09,West Bengal,Bankura,722151,10,4,0,14,2025,True
2025-11-09,West Bengal,Barddhaman,713152,12,1,0,13,2025,True
2025-11-09,West Bengal,Barddhaman,713407,8,0,0,8,2025,True
2025-11-09,West Bengal,Barddhaman,713519,8,2,0,10,2025,True
2025-11-09,West Bengal,Birbhum,731121,11,4,0,15,2025,True
2025-11-09,West Bengal,Birbhum,731222,24,1,0,25,2025,True
2025-11-09,West Bengal,Cooch Behar,736170,8,0,0,8,2025,True
2025-11-09,West Bengal,Dakshin Dinajpur,733121,19,0,0,19,2025,True
2025-11-09,West Bengal,Dakshin Dinajpur,733127,12,8,1,21,2025,True
2025-11-09,West Bengal,Dakshin Dinajpur,733132,18,5,0,23,2025,True
2025-11-09,West Bengal,Dakshin Dinajpur,733141,16,2,0,18,2025,True
2025-11-09,West Bengal,Hooghly,712706,7,1,0,8,2025,True
2025-11-09,West Bengal,Howrah,711401,15,2,0,17,2025,True
2025-11-09,West Bengal,Jalpaiguri,735211,8,1,0,9,2025,True
2025-11-09,West Bengal,Jalpaiguri,735219,13,1,0,14,2025,True
2025-11-09,West Bengal,Koch Bihar,736158,5,4,0,9,2025,True
2025-11-09,West Bengal,Kolkata,700007,5,3,0,8,2025,True
2025-11-09,West Bengal,Malda,732123,6,2,0,8,2025,True
2025-11-09,West Bengal,Maldah,732216,5,3,0,8,2025,True
2025-11-09,West Bengal,Murshidabad,742123,15,1,0,16,2025,True
2025-11-09,West Bengal,Murshidabad,742166,23,5,0,28,2025,True
2025-11-09,West Bengal,Murshidabad,742175,13,3,0,16,2025,True
2025-11-09,West Bengal,Murshidabad,742184,12,0,0,12,2025,True
2025-11-09,West Bengal,Murshidabad,742189,10,1,0,11,2025,True
2025-11-09,West Bengal,Murshidabad,742202,51,4,0,55,2025,True
2025-11-09,West Bengal,Murshidabad,742213,11,3,0,14,2025,True
2025-11-09,West Bengal,Murshidabad,742223,10,1,0,11,2025,True
2025-11-09,West Bengal,Murshidabad,742302,15,1,0,16,2025,True
2025-11-09,West Bengal,North 24 Parganas,700128,7,1,0,8,2025,True
2025-11-09,West Bengal,North 24 Parganas,700135,7,2,0,9,2025,True
2025-11-09,Gujarat,Chhotaudepur,391160,7,2,0,9,2025,True
2025-11-09,Gujarat,Dahod,389155,6,12,0,18,2025,True
2025-11-09,Gujarat,Dahod,389172,5,7,0,12,2025,True
2025-11-09,Gujarat,Dahod,389180,10,11,1,22,2025,True
2025-11-09,Gujarat,Dahod,389190,7,15,0,22,2025,True
2025-11-09,Gujarat,Gandhinagar,382721,24,4,3,31,2025,True
2025-11-09,Gujarat,Junagadh,362240,8,0,0,8,2025,True
2025-11-09,Gujarat,Junagadh,362268,8,0,0,8,2025,True
2025-11-09,Gujarat,Kachchh,370201,7,2,0,9,2025,True
2025-11-09,Gujarat,Kheda,387130,15,0,0,15,2025,True
2025-11-09,Gujarat,Kheda,388230,7,1,1,9,2025,True
2025-11-09,Gujarat,Mahesana,382715,7,2,0,9,2025,True
2025-11-09,Gujarat,Panchmahals,389120,21,1,0,22,2025,True
2025-11-09,Gujarat,Patan,385340,4,6,0,10,2025,True
2025-11-09,Gujarat,Rajkot,360002,5,2,1,8,2025,True
2025-11-09,Gujarat,Rajkot,360060,6,4,0,10,2025,True
2025-11-09,Gujarat,Rajkot,360490,9,1,2,12,2025,True
2025-11-09,Gujarat,Surat,394107,13,2,0,15,2025,True
2025-11-09,Gujarat,Surat,395003,18,2,0,20,2025,True
2025-11-09,Gujarat,Surat,395005,7,1,0,8,2025,True
2025-11-09,Gujarat,Valsad,396065,25,15,0,40,2025,True
2025-11-09,Gujarat,Valsad,396191,8,5,0,13,2025,True
2025-11-09,Haryana,Faridabad,121003,9,2,1,12,2025,True
2025-11-09,Haryana,Gurgaon,122001,12,6,1,19,2025,True
2025-11-09,Haryana,Mahendragarh,123001,12,2,0,14,2025,True
2025-11-09,Haryana,Palwal,121103,15,3,0,18,2025,True
2025-11-09,Haryana,Palwal,121106,8,0,0,8,2025,True
2025-11-09,Haryana,Panipat,132103,35,5,1,41,2025,True
2025-11-09,Haryana,Rohtak,124001,18,1,0,19,2025,True
2025-11-09,Haryana,Sirsa,125055,10,0,0,10,2025,True
2025-11-09,Jammu and Kashmir,Anantnag,192211,10,0,0,10,2025,True
2025-11-09,Jammu and Kashmir,Baramula,193121,8,0,0,8,2025,True
2025-11-09,Jharkhand,Bokaro,827009,5,4,0,9,2025,True
2025-11-09,Jharkhand,Bokaro,827013,17,6,0,23,2025,True
2025-11-09,Jharkhand,Bokaro,827302,7,4,0,11,2025,True
2025-11-09,Jharkhand,Deoghar,815353,15,23,0,38,2025,True
2025-11-09,Jharkhand,Dhanbad,828109,19,4,0,23,2025,True
2025-11-09,Jharkhand,East Singhbhum,832102,11,5,0,16,2025,True
2025-11-09,Jharkhand,East Singhbhum,832301,6,4,0,10,2025,True
2025-11-09,Jharkhand,Garhwa,822125,13,6,0,19,2025,True
2025-11-09,Jharkhand,Giridih,815301,3,5,0,8,2025,True
2025-11-09,Jharkhand,Giridih,815313,6,7,0,13,2025,True
2025-11-09,Jharkhand,Giridih,815318,9,5,0,14,2025,True
2025-11-09,Jharkhand,Godda,814165,7,3,0,10,2025,True
2025-11-09,Jharkhand,Gumla,835207,13,6,0,19,2025,True
2025-11-09,Jharkhand,Hazaribagh,825301,10,7,0,17,2025,True
2025-11-09,Jharkhand,Jamtara,815351,13,9,0,22,2025,True
2025-11-09,Jharkhand,Jamtara,815352,6,7,0,13,2025,True
2025-11-09,Jharkhand,Palamu,822110,9,6,0,15,2025,True
2025-11-09,Jharkhand,Palamu,822113,9,5,1,15,2025,True
2025-11-09,Jharkhand,Palamu,822116,7,1,0,8,2025,True
2025-11-09,Jharkhand,Ranchi,835214,10,8,0,18,2025,True
2025-11-09,Jharkhand,Sahebganj,816102,9,15,1,25,2025,True
2025-11-09,Jharkhand,Seraikela-Kharsawan,832404,6,3,0,9,2025,True
2025-11-09,Karnataka,Bagalkot,587315,6,1,1,8,2025,True
2025-11-09,Karnataka,Bengaluru,560032,7,0,1,8,2025,True
2025-11-09,Karnataka,Chitradurga,577526,7,1,0,8,2025,True
2025-11-09,Karnataka,Gadag,582207,12,0,0,12,2025,True
2025-11-09,Karnataka,Gadag,582209,18,0,0,18,2025,True
2025-11-09,Karnataka,Kolar,563130,9,0,0,9,2025,True
2025-11-09,Karnataka,Koppal,583238,12,1,0,13,2025,True
2025-11-09,Karnataka,Raichur,584111,9,3,0,12,2025,True
2025-11-09,Karnataka,Raichur,584116,7,1,0,8,2025,True
2025-11-09,Karnataka,Raichur,584123,9,4,0,13,2025,True
2025-11-09,Karnataka,Ramanagar,562120,3,22,0,25,2025,True
2025-11-09,Karnataka,Ramanagar,562160,8,1,0,9,2025,True
2025-11-09,Karnataka,Vijayapura,586113,9,3,0,12,2025,True
2025-11-09,Karnataka,Yadgir,585216,13,2,0,15,2025,True
2025-11-09,Karnataka,Yadgir,585290,7,2,0,9,2025,True
2025-11-09,Madhya Pradesh,Anuppur,484881,7,1,0,8,2025,True
2025-11-09,Madhya Pradesh,Betul,460220,16,5,0,21,2025,True
2025-11-09,Madhya Pradesh,Betul,460225,8,2,0,10,2025,True
2025-11-09,Madhya Pradesh,Bhopal,462001,27,1,0,28,2025,True
2025-11-09,Madhya Pradesh,Bhopal,462042,11,2,0,13,2025,True
2025-11-09,Madhya Pradesh,Chhatarpur,471313,14,10,0,24,2025,True
2025-11-09,Madhya Pradesh,Dewas,455118,10,4,0,14,2025,True
2025-11-09,Madhya Pradesh,East Nimar,450661,5,6,1,12,2025,True
2025-11-09,Madhya Pradesh,Guna,473115,7,3,0,10,2025,True
2025-11-09,Madhya Pradesh,Guna,473222,8,6,0,14,2025,True
2025-11-09,Madhya Pradesh,Gwalior,475110,26,10,0,36,2025,True
2025-11-09,Madhya Pradesh,Indore,452010,13,8,1,22,2025,True
2025-11-09,Madhya Pradesh,Indore,452020,6,3,0,9,2025,True
2025-11-09,Madhya Pradesh,Indore,453441,8,2,0,10,2025,True
2025-11-09,Madhya Pradesh,Jabalpur,483119,10,3,0,13,2025,True
2025-11-09,Madhya Pradesh,Jhabua,457661,38,39,0,77,2025,True
2025-11-09,Madhya Pradesh,Jhabua,457993,7,13,0,20,2025,True
2025-11-09,Madhya Pradesh,Katni,483501,30,9,0,39,2025,True
2025-11-09,Madhya Pradesh,Khandwa,450001,9,0,0,9,2025,True
2025-11-09,Madhya Pradesh,Khargone,451442,5,3,0,8,2025,True
2025-11-09,Madhya Pradesh,Morena,476115,13,5,2,20,2025,True
2025-11-09,Madhya Pradesh,Morena,476224,20,10,1,31,2025,True
2025-11-09,Madhya Pradesh,Morena,476229,13,11,0,24,2025,True
2025-11-09,Madhya Pradesh,Morena,476444,5,4,0,9,2025,True
2025-11-09,Madhya Pradesh,Panna,488058,12,3,1,16,2025,True
2025-11-09,Madhya Pradesh,Panna,488441,12,2,0,14,2025,True
2025-11-09,Madhya Pradesh,Raisen,464881,9,0,0,9,2025,True
2025-11-09,Madhya Pradesh,Ratlam,457222,8,8,0,16,2025,True
2025-11-09,Madhya Pradesh,Ratlam,457226,15,2,0,17,2025,True
2025-11-09,Madhya Pradesh,Ratlam,457441,7,6,0,13,2025,True
2025-11-09,Madhya Pradesh,Rewa,486001,15,3,0,18,2025,True
2025-11-09,Madhya Pradesh,Sagar,470115,4,6,0,10,2025,True
2025-11-09,Madhya Pradesh,Satna,485221,6,4,0,10,2025,True
2025-11-09,Madhya Pradesh,Satna,485331,16,7,0,23,2025,True
2025-11-09,Madhya Pradesh,Satna,485661,9,1,0,10,2025,True
2025-11-09,Madhya Pradesh,Satna,485771,15,3,0,18,2025,True
2025-11-09,Madhya Pradesh,Seoni,480661,23,1,0,24,2025,True
2025-11-09,Madhya Pradesh,Seoni,480887,17,1,0,18,2025,True
2025-11-09,Madhya Pradesh,Seoni,480997,6,2,0,8,2025,True
